Respondent_ID,Country,Age,Gender,Education_Level,Work_Experience_Years,Position_Level,Power_Distance,Individualism,Masculinity,Uncertainty_Avoidance,Long_Term_Orientation,Indulgence,Role_Assumption,Production_Emphasis,Initiation_of_Structure,Tolerance_of_Uncertainty,Integration,Consideration,Preferred_Leadership_Behavior,Leadership_Behavior_Encoded
5112,NGA,37,Female,PhD,25,Mid,22.118406244243467,24.601828170768776,59.33436183966427,36.13746676398418,79.76011077694186,20.53992020099956,5,3,3,5,1,2,Supportive,1
5113,IND,57,Female,Bachelor,29,Junior,78.3502062299763,76.0727811162032,66.86318889990157,79.7801504321542,53.52973671337608,10.544886808488396,3,3,4,1,4,1,Supportive,1
5114,IND,49,Male,Bachelor,1,Executive,50.86801673632284,36.92143603465236,41.79553724285333,49.02944742470641,67.4184092480215,39.476611384354186,1,4,5,4,2,3,Supportive,1
5115,JPN,32,Male,Bachelor,18,Executive,68.90462123140716,33.82829372938869,24.678083918113867,65.5480419459731,15.92404006478998,58.30528328432703,2,1,1,5,1,3,Laissez-Faire,0
5116,IND,29,Female,Master,4,Mid,44.76304576706702,68.53592787914195,34.481247579042986,36.00991683725012,0.6578817205510235,82.7017941172108,2,4,3,5,4,5,Transactional,2
5117,BRA,30,Male,Master,20,Junior,32.72840313221192,23.08925739896072,62.46397674559304,69.09550698607359,96.75816068824116,63.46918507400091,3,2,4,4,3,5,Transactional,2
5118,BRA,47,Male,Master,8,Junior,77.8810014471426,52.42675430766523,49.53462958143746,36.63947476706564,81.08881919770855,49.166714292616135,5,4,1,5,2,1,Supportive,1
5119,IND,54,Other,Master,27,Junior,92.36963042160694,20.10111261407249,69.47392229218032,33.35015387468811,40.00264094891748,28.5667366361304,5,1,1,1,3,2,Laissez-Faire,0
5120,JPN,38,Male,Bachelor,25,Mid,34.686595496002795,58.80758200525317,27.45361956186514,50.9222857428088,45.714778494629904,29.255304333160424,5,2,3,2,5,4,Transactional,2
5121,JPN,47,Female,Bachelor,14,Junior,93.65624009628804,52.34571674121363,77.3588494642973,83.20494715319325,92.90653599939576,77.05768312650542,3,1,1,5,3,3,Supportive,1
5122,NGA,35,Female,Master,31,Mid,31.214568736363503,84.08378246764707,22.470793455737947,34.12274786080381,20.7650283749502,11.405967503153391,3,5,3,4,3,4,Transactional,2
5123,USA,55,Male,Bachelor,5,Mid,78.8529506039625,70.41903319490908,36.39323431299552,29.36212540108599,80.28286854760425,14.647376737164707,3,2,5,1,1,4,Supportive,1
5124,BRA,30,Male,Bachelor,17,Junior,96.75561265432049,28.82043203152589,57.2966103884177,22.53181539694527,1.7929528071708225,71.9736378996031,5,1,4,1,1,4,Supportive,1
5125,NGA,35,Female,Master,10,Senior,31.789670540499017,44.81779718263631,68.94905533219756,53.27726052243428,87.57127863942624,96.10420292826048,1,4,1,5,3,1,Supportive,1
5126,IND,37,Male,Master,16,Junior,54.80720374042826,85.21058387751683,31.294517696321805,42.56200519175282,58.92840063930289,12.023420333306722,3,5,2,3,4,2,Supportive,1
5127,BRA,36,Male,PhD,4,Senior,46.99659858867196,70.77339030918628,85.84957883854729,43.3686760489839,47.75779593943378,60.94260828611032,3,1,3,4,5,2,Supportive,1
5128,JPN,26,Other,PhD,5,Mid,51.07822001472785,61.59925804904023,66.488902655754,98.5553554236118,70.64577021764154,23.91883872680705,5,4,5,1,1,5,Transactional,2
5129,JPN,59,Female,Bachelor,20,Mid,80.25117913054213,59.13501135508312,27.41400254071298,35.529872232401694,6.765113128060973,2.575781487251705,3,5,2,4,2,4,Transactional,2
5130,NGA,41,Male,PhD,6,Junior,72.89511460444474,47.86689264827142,68.06124285028562,56.674164041553226,19.554395688268567,83.22676560647224,1,3,4,5,4,4,Transactional,2
5131,BRA,52,Male,High School,11,Executive,97.49495715702554,60.96410238682843,65.7066955774313,98.90945369912042,40.69850821379716,50.86046039868029,5,3,5,5,1,3,Transactional,2
5132,BRA,52,Female,Master,17,Mid,34.83836026851378,74.01650904073134,70.21472574492472,22.449444209761037,61.78661767301317,2.388995169441821,3,5,3,3,2,1,Supportive,1
5133,USA,46,Male,Bachelor,3,Mid,63.46086954607041,28.92763734494572,83.27045797811488,75.73259557402885,14.454829022325256,89.54533020999587,3,1,5,3,2,4,Supportive,1
5134,USA,31,Male,Bachelor,16,Junior,55.93009163352214,87.88814477536873,66.93737483033594,49.68663618027358,37.949230111849005,53.56852406273721,4,1,5,5,3,1,Supportive,1
5135,NGA,39,Male,PhD,26,Mid,93.50848871405998,36.75554083622821,38.152823430728574,92.48780908894132,26.08928246456622,73.70673884060989,4,2,5,2,5,5,Transactional,2
5136,JPN,56,Male,Bachelor,24,Junior,20.8495385981568,51.34198770061624,73.24139821973637,92.95531501816592,64.55693672182431,42.35048110968109,2,1,4,2,1,1,Laissez-Faire,0
5137,IND,35,Female,Master,34,Executive,99.13363206136754,21.59009372534474,65.66894062418342,50.97701887514312,91.9278449562048,18.4883272704621,2,1,2,1,3,2,Laissez-Faire,0
5138,USA,48,Female,High School,20,Executive,58.3787451498023,58.52421460709397,55.94073486868623,37.71707722242114,16.597913331940784,46.5573305793742,3,3,5,3,3,1,Supportive,1
5139,IND,27,Male,High School,17,Senior,70.04317177868779,46.73067930831367,38.30663146641807,54.240275064065614,18.92611439276953,28.767235045265306,4,3,1,1,5,4,Supportive,1
5140,NGA,54,Male,Bachelor,20,Executive,48.80420446445724,37.48291105910988,83.68393411266236,97.2245019691518,60.05284797113769,29.67354387869328,2,1,5,4,4,4,Transactional,2
5141,BRA,30,Male,Master,16,Junior,88.2021335756399,88.9866977647649,51.02037942019558,42.51188712963628,45.35625087746888,64.38781213058148,5,4,5,5,3,4,Transformational,3
5142,USA,26,Female,Bachelor,4,Junior,64.95903560947062,49.969879987059215,60.2482701629788,98.5054238586426,71.81046055669684,9.407965505520457,4,3,4,5,4,4,Transactional,2
5143,BRA,38,Male,Bachelor,18,Junior,73.02487489998119,49.0007454515728,43.22904704218196,85.55131982374617,28.78853271732196,39.70145321365845,1,1,4,2,5,1,Laissez-Faire,0
5144,IND,42,Male,Master,30,Junior,71.91237664485412,52.417228513668334,72.46522470518289,41.39618652289521,54.48196162071215,54.66453941191628,1,3,4,1,3,4,Supportive,1
5145,BRA,55,Other,High School,18,Executive,49.1185711918186,28.13076453463129,37.28316051096846,83.2855573666321,38.6828149576827,70.98574724265849,1,1,4,1,1,2,Laissez-Faire,0
5146,NGA,37,Male,Bachelor,21,Junior,26.079279664529267,47.51672768704616,74.85075132071609,23.983955450570164,28.12641521555279,63.289926264555305,1,5,5,4,4,3,Transactional,2
5147,IND,50,Other,PhD,32,Senior,84.61649808752401,43.548298137389295,18.63531429372646,63.84507012435142,72.92964115097963,88.62465707105531,4,3,5,1,5,4,Transactional,2
5148,NGA,36,Male,Bachelor,5,Senior,43.1772735347454,52.5587121133788,66.71695152996709,48.58793113350296,79.58937485925746,99.23842825293896,5,1,3,4,2,5,Transactional,2
5149,IND,42,Male,Bachelor,23,Mid,87.91441827821636,79.96348167888975,48.15057193848588,54.15487987069664,32.89514548195386,93.74234240147815,1,3,4,1,3,3,Supportive,1
5150,USA,33,Female,Master,30,Junior,68.69144070326611,33.49497761913748,65.90028503375265,57.8283470459406,62.297183772669406,76.41523727985167,5,4,3,3,3,1,Supportive,1
5151,JPN,45,Male,Master,27,Junior,48.29631664779824,62.54175280037359,52.51165144373344,60.217020815941126,17.859138987930447,68.6015254852777,2,5,2,5,3,2,Supportive,1
5152,JPN,48,Male,Master,15,Junior,67.53977191788982,22.63459628263497,20.74450621628816,72.51298195911897,79.09678827901601,3.5431684108294226,2,1,4,4,1,2,Laissez-Faire,0
5153,NGA,58,Male,PhD,14,Mid,71.63941538891501,42.17547514700146,48.159323404034026,75.74216222258103,28.1250755107759,53.34988126767723,3,5,2,5,1,5,Transactional,2
5154,IND,32,Other,High School,21,Mid,76.53467262069378,53.08603333648847,87.16471765317509,98.05632292947968,17.095474562262936,66.37169011387296,4,1,1,5,2,4,Supportive,1
5155,IND,57,Male,PhD,34,Mid,85.7870507605657,25.19954055582895,70.38724809894308,81.02229349795849,93.99613956663468,41.29400479349954,1,5,5,1,3,5,Transactional,2
5156,JPN,47,Female,PhD,26,Senior,32.78039537743878,58.077755423645065,34.01514256171577,75.02382205734409,42.24842809496965,38.479661282461045,5,5,5,1,5,4,Transformational,3
5157,USA,37,Female,Master,25,Mid,95.53155078148932,41.722793475045606,85.52913183254763,51.39671071445707,64.34999133494334,54.25264831661613,5,2,3,4,1,4,Supportive,1
5158,IND,38,Female,Bachelor,31,Junior,52.86724915420087,89.49670095146189,72.3157021751286,29.42464515897963,80.92133595761617,90.66399183945772,4,1,5,2,1,2,Supportive,1
5159,BRA,38,Female,Master,6,Senior,88.83602387011018,64.167865152997,39.1557696862527,24.70307355565346,68.61423172034328,26.092836912466865,2,3,2,2,2,2,Laissez-Faire,0
5160,JPN,40,Male,Bachelor,4,Mid,37.63836762942282,37.09226372110021,58.285917262094806,58.21477682601157,56.46600540220723,39.90548210729692,4,3,5,5,5,4,Transformational,3
5161,IND,50,Male,Master,24,Junior,22.322317776377183,27.187127181327487,44.13484832291117,73.46053701018089,37.1613459098426,65.30878066490696,5,3,4,2,4,2,Transactional,2
5162,USA,50,Male,High School,31,Senior,65.86752348982806,22.850384556007764,17.735231511357092,72.0127881006731,91.85230365058683,18.600725996607306,4,5,1,3,1,2,Supportive,1
5163,JPN,25,Male,Master,19,Executive,45.97330232579512,26.35412850626481,74.48235250894592,96.22891361400944,13.35420078709192,83.49035805176538,2,4,3,1,5,2,Supportive,1
5164,BRA,56,Male,Master,11,Executive,98.75696039583596,67.60416689202535,25.286250010201734,50.59439785938719,88.391972087281,66.60672045881498,2,3,3,5,4,4,Transactional,2
5165,USA,39,Male,High School,29,Junior,28.356276377230635,79.8494593196038,46.6430636927236,70.2227050591682,70.984883025679,35.226205971643964,1,5,3,1,1,4,Supportive,1
5166,NGA,45,Other,Master,5,Mid,23.78422928028174,30.971318029775453,66.21104967108624,91.0299057504196,57.14106762744539,72.21670048248043,1,3,4,2,1,3,Laissez-Faire,0
5167,JPN,42,Other,Bachelor,18,Junior,23.60142548425066,48.14941174869281,84.57709510614932,52.3262205262397,32.474776148480565,27.93465373444466,1,2,5,3,5,2,Supportive,1
5168,USA,54,Male,Master,3,Executive,37.34989561790356,44.796474023712406,15.018087235765014,58.219452228054855,14.604415574762584,77.44608967348553,2,5,4,3,1,4,Supportive,1
5169,JPN,37,Male,Bachelor,11,Junior,66.33528930922708,65.11626638316508,41.458684542723006,93.8378316728705,44.316055545340575,7.068805305717252,5,1,2,4,4,2,Supportive,1
5170,IND,48,Male,Master,21,Junior,60.445069891575336,32.78745172065686,59.17181799090842,64.01935624240909,78.37595205905457,42.67519873767417,1,5,5,5,1,3,Transactional,2
5171,BRA,54,Male,Bachelor,30,Senior,48.00606438668492,86.73235173132579,72.34474443615562,83.96879506120737,74.53097250815051,26.163885786304498,4,2,4,3,3,3,Supportive,1
5172,BRA,26,Male,Bachelor,19,Executive,27.10344859335274,70.99894673234596,83.67449408804009,94.84990689782168,64.54422026762543,81.67003873467657,5,1,2,5,4,1,Supportive,1
5173,USA,43,Other,Bachelor,25,Mid,38.6989675835455,86.85503152192516,10.03978520424985,65.68464308448016,99.24996719843637,75.27470629328185,3,3,2,5,5,4,Transactional,2
5174,USA,49,Male,Master,12,Junior,34.73176518277735,39.41584714673565,60.2210706159022,28.73495751955245,97.26347706564042,84.1861380561189,1,5,4,5,5,3,Transactional,2
5175,BRA,38,Male,Master,26,Mid,79.65334697248387,61.140094650098895,10.55495401557306,85.7359963019511,40.000487442279024,65.15630421022107,3,2,4,1,1,4,Supportive,1
5176,NGA,30,Male,Bachelor,5,Senior,82.39571064010514,71.25875559772348,72.98042300326374,85.42257323170429,19.253434266461237,79.5322417616304,1,1,1,5,4,4,Supportive,1
5177,NGA,36,Other,Bachelor,19,Mid,82.16112104494557,69.76693559374138,21.973327761149708,29.19881554748123,46.38382698215352,43.87882692485022,5,4,4,2,5,2,Transactional,2
5178,USA,44,Other,Bachelor,27,Junior,97.52324355313188,21.494226959985447,81.56965114756207,63.84945212924488,84.45766095126429,67.80574161018997,3,5,3,3,3,4,Transactional,2
5179,BRA,47,Female,PhD,29,Junior,90.73903570672256,89.88024144429195,22.4099388596831,58.96685083618596,45.856308770073085,3.111766901967561,2,5,5,1,2,2,Supportive,1
5180,NGA,54,Male,Master,12,Senior,59.82437977428039,84.96419809381496,71.14631855300641,87.77303461651162,33.59819650532061,88.07246085395252,1,3,2,3,3,2,Laissez-Faire,0
5181,JPN,54,Male,Bachelor,19,Mid,53.19488167273321,28.38264568908275,33.14431422511613,41.97022659661319,74.12315006063612,68.47736512030316,4,4,3,2,3,2,Supportive,1
5182,NGA,54,Male,Bachelor,9,Senior,93.26148141675694,58.049674200661926,54.58031054642032,54.10221666288007,65.01374118018846,86.60964577184997,3,3,3,1,4,5,Supportive,1
5183,USA,54,Male,Bachelor,18,Mid,68.89802016385174,42.018951872359125,58.67473880837058,68.3832835791307,96.86976700757764,77.08588676193897,4,4,2,4,1,4,Supportive,1
5184,NGA,58,Female,Master,29,Mid,43.55189336204762,81.52258111470005,26.540851891770934,61.37961541128146,54.92599813339645,28.637668094126344,3,1,5,2,5,3,Supportive,1
5185,IND,40,Male,High School,3,Executive,65.15712221721338,68.82637414117079,33.895750682084376,96.40274197548416,96.74721910666791,27.28802295944085,5,1,1,4,1,4,Supportive,1
5186,NGA,48,Male,Master,23,Mid,99.3719538156901,35.64620097126751,18.60062259497532,96.85258621862344,29.09363113241984,79.96387775735212,4,5,1,3,4,1,Supportive,1
5187,IND,38,Female,Bachelor,30,Mid,87.95760481218898,22.37028017571036,10.423120430166568,26.52579926275223,86.48241603271856,18.47091918213043,1,5,3,2,4,4,Supportive,1
5188,JPN,50,Male,Bachelor,24,Junior,42.50237728476333,40.42192618303419,29.15744308128505,43.82775938358685,35.09251505574409,11.066120082843444,2,1,3,4,5,5,Transactional,2
5189,NGA,32,Female,High School,4,Junior,96.23635407337736,22.669609096548665,51.28018846712297,20.602785256925664,80.96757423916385,1.5042204994582864,5,4,4,4,3,1,Transactional,2
5190,JPN,38,Male,Master,28,Senior,98.51696891832928,29.891749909885363,67.08778075399852,53.42882788037465,92.59861844886908,29.842804591865445,3,3,1,1,4,1,Laissez-Faire,0
5191,JPN,55,Male,PhD,16,Senior,38.493356753233215,64.5296629129598,73.48477000735454,72.97112423050154,62.31910845463716,9.92650505691971,1,1,1,1,5,2,Laissez-Faire,0
5192,IND,26,Male,High School,13,Mid,91.6473694801073,72.15595476826175,15.581276858931368,57.7027824868692,72.85490877116588,80.16865300967649,3,1,5,3,3,3,Supportive,1
5193,IND,28,Other,Bachelor,8,Junior,90.65621741590655,52.76118300040316,31.79303092391131,25.374549884811472,95.86396981639342,48.45438309817498,4,2,4,2,2,1,Supportive,1
5194,NGA,25,Male,High School,25,Junior,23.18028585872325,62.020150948589,71.61791829933316,35.67649900002103,37.51564627281115,25.25152241433004,4,5,2,4,2,5,Transactional,2
5195,JPN,44,Male,Master,2,Executive,73.57513544493497,30.91195253862066,48.46950999343272,33.86330786403572,51.15837255892338,60.20869381917932,2,4,2,2,4,3,Supportive,1
5196,IND,38,Male,Master,30,Junior,44.42245704249355,42.1756619372895,24.574958986124138,60.890263180713895,89.82919207651855,7.035241999696806,4,3,5,5,5,4,Transformational,3
5197,IND,49,Female,Bachelor,3,Senior,73.96901011935006,69.90186930944277,41.37712063171929,74.21440125943141,67.28158970090861,72.61212512835014,5,2,2,3,2,5,Supportive,1
5198,USA,49,Female,High School,23,Junior,93.08469553521948,45.54237812595665,31.60273527199648,45.306033852049474,87.35911047033308,50.13930449414615,3,2,1,3,1,3,Laissez-Faire,0
5199,JPN,27,Male,Master,29,Executive,59.90233983916148,44.41678565114526,14.052280420337668,30.436805147490844,61.82545059293629,0.6476369228008982,3,1,3,1,1,5,Laissez-Faire,0
5200,JPN,29,Male,Master,30,Executive,53.15302646309222,33.5794845918232,71.09017164784547,83.88781184580552,73.97320822214934,31.921715291475937,5,5,4,4,5,1,Transactional,2
5201,JPN,50,Other,High School,11,Junior,93.72250169499338,61.63774132456689,33.335492873612694,88.66894694527413,1.3062433104143234,75.01923733892968,4,1,2,2,1,2,Laissez-Faire,0
5202,NGA,28,Female,Master,21,Senior,97.9291934190826,76.66770242134386,85.61050623464476,42.11905707558006,33.96731298122621,18.81151704835816,4,2,2,4,4,2,Supportive,1
5203,IND,31,Female,Master,27,Junior,24.978906223504215,52.8611520023945,81.05000323568149,53.65981618889662,77.04207370283034,96.1877257871922,5,2,2,3,2,3,Supportive,1
5204,IND,54,Male,Bachelor,24,Junior,93.82784553185658,28.087747952976244,67.30219841869663,26.554488210117235,40.400795036802094,89.66291443211348,2,3,2,4,2,2,Supportive,1
5205,NGA,54,Male,Bachelor,31,Mid,26.621482681751107,78.68572023366147,36.13075097810472,38.21578105551679,36.28467265559554,77.82387287959541,1,1,3,3,5,1,Laissez-Faire,0
5206,JPN,43,Female,Bachelor,30,Mid,46.98289707068717,24.99779732210733,32.39388421448402,81.36003024401474,95.15522357833008,7.854835850031527,1,1,3,5,3,5,Supportive,1
5207,NGA,59,Female,Master,1,Mid,81.00592979442614,53.020916124084046,48.02171841267211,49.21583116860333,55.254849186115294,35.38372976333799,4,4,5,4,2,2,Transactional,2
5208,BRA,57,Female,Master,1,Mid,82.16295855517562,38.275413531007246,38.36820002621127,68.37538123214017,19.24920850363865,29.81973451089105,1,3,1,3,3,1,Laissez-Faire,0
5209,NGA,57,Male,PhD,8,Junior,78.06575125433329,85.54227094240592,82.09266592203679,95.6947584306627,47.222668887057054,13.762531840876912,1,5,2,4,3,5,Transactional,2
5210,USA,38,Female,High School,34,Junior,23.128999044885468,71.62802385639776,19.879611142498767,77.89102766568756,51.86712770549231,99.96188950868437,1,1,5,4,5,1,Supportive,1
5211,NGA,34,Female,Master,16,Mid,30.637283841927463,59.64862880775442,67.9574060492034,56.276174769100265,98.8731634057632,14.719763495279182,4,1,1,2,3,3,Laissez-Faire,0
5212,JPN,52,Other,High School,27,Mid,94.89731985757987,66.74288084825493,58.87174354606862,49.3504248292619,71.82195389832123,31.5327546543,3,5,3,4,3,5,Transactional,2
5213,JPN,38,Male,Bachelor,4,Mid,26.516911071671263,57.290908396874336,74.50409530690942,35.24216119687725,51.9402130577629,88.01414525677063,4,3,2,4,5,5,Transactional,2
5214,IND,40,Female,Master,19,Mid,26.28367335784933,30.332066165358697,53.39898614001653,80.4912058384461,43.1990761007215,14.43853607985518,4,1,3,4,5,1,Supportive,1
5215,JPN,45,Female,PhD,29,Senior,86.85167502062961,69.63690759975768,60.36325420923815,28.994017532763262,91.5494955397944,46.95279719537307,2,5,2,3,5,2,Supportive,1
5216,IND,52,Female,High School,3,Mid,71.30126025783089,54.4871766588644,87.01925055731805,24.91149523030724,64.59410762768685,97.56901306994696,2,4,3,3,5,3,Transactional,2
5217,BRA,57,Female,PhD,11,Junior,48.13248446761436,64.40164899259139,17.356924215932928,28.386294021124776,35.6086788541889,24.728848296573915,4,1,5,4,5,2,Transactional,2
5218,IND,30,Other,Bachelor,8,Mid,33.25683896573011,23.1641164784089,18.389252705365067,39.43243094917832,46.46303618121412,70.3058216969583,5,5,5,5,1,4,Transformational,3
5219,JPN,39,Other,Bachelor,33,Mid,90.7336335914252,29.94243547942772,41.488614778231806,70.16987318960408,27.81247833611069,8.003964837578092,5,2,3,4,4,3,Transactional,2
5220,USA,27,Male,High School,8,Mid,99.08302061028095,61.255933315239325,47.81862347207942,88.90641066702696,96.04286814628024,60.087194124828805,2,1,3,4,2,3,Supportive,1
5221,JPN,59,Female,Master,25,Mid,23.99773827542633,52.16002321580645,25.98976336501301,99.40979224488812,70.19450850187077,33.904953309882345,2,4,4,3,5,1,Supportive,1
5222,BRA,38,Female,Bachelor,24,Mid,64.32907056721615,35.881156826755785,16.61342375862951,78.51873182480261,39.2298262259949,69.95645320272685,3,5,2,1,3,1,Supportive,1
5223,USA,26,Male,Bachelor,26,Junior,40.90428679246521,36.85326443734884,11.774100525132772,31.678167654449627,18.321320246577123,43.2890005435277,2,5,4,1,2,3,Supportive,1
5224,JPN,53,Male,Bachelor,26,Mid,86.59094668397633,64.21608187891599,71.1673800356671,42.21638065035921,17.70190848982476,29.899864655466057,1,1,3,4,5,3,Supportive,1
5225,JPN,28,Male,Master,17,Junior,47.685847341984456,24.127691885035176,48.80459149310602,30.55893954186961,47.774221902143246,54.60078853341835,4,2,5,5,1,5,Transactional,2
5226,USA,50,Female,Bachelor,27,Mid,77.17034313490718,50.39808409565013,77.47227438665352,29.24414252110272,46.75670499769544,13.968691292071988,4,5,2,2,3,2,Supportive,1
5227,BRA,36,Male,Bachelor,29,Mid,63.161873722102165,56.61724533086266,38.86697880308567,65.41861188331062,41.7788638767448,81.44319706485138,4,5,5,3,1,1,Supportive,1
5228,NGA,26,Female,Master,9,Mid,63.321870527597625,41.56998219196338,66.275690402238,92.53784455254812,85.18060286557923,75.07093919816079,3,2,3,2,4,5,Supportive,1
5229,USA,41,Female,Master,14,Mid,88.63995449443371,77.43848799446354,49.08164178905284,74.74610890682445,97.91831168803772,54.496817157350094,3,4,4,2,4,4,Transactional,2
5230,BRA,59,Female,Bachelor,5,Junior,57.63235407396514,23.97387077981904,58.96559988905523,84.05201578082932,35.48231729731326,36.70483012973949,1,1,2,5,5,3,Supportive,1
5231,IND,34,Male,Bachelor,30,Executive,87.64796273155845,80.60479496728655,39.61574728968923,60.64774090856598,29.461063415154,91.52261606892888,4,1,4,5,4,1,Supportive,1
5232,BRA,46,Female,Master,28,Senior,49.074146243006034,70.62840950214397,16.493581635787258,58.02568837230314,77.01107821018762,63.44583999974136,1,1,2,1,5,3,Laissez-Faire,0
5233,IND,45,Male,High School,8,Mid,33.982635397144406,51.237806525323776,85.78988657691804,94.99876529501292,44.979294459057705,28.48001324115168,2,3,5,3,5,5,Transactional,2
5234,BRA,39,Male,Master,15,Junior,56.43819021252921,84.71271731487555,76.88718823348914,77.75717104524458,21.756859284123763,80.67086086892394,4,1,1,1,4,3,Laissez-Faire,0
5235,BRA,59,Female,Bachelor,28,Junior,59.86846251016178,69.15668075463017,34.95134185239792,56.747288848714646,18.093926238833912,63.5019701732663,1,2,2,5,4,3,Supportive,1
5236,USA,45,Female,Bachelor,33,Mid,58.27065581102332,85.17317447613307,86.69623484351551,46.6065957209252,28.0567758391174,12.70126165468418,3,1,3,5,1,5,Supportive,1
5237,IND,45,Male,Bachelor,6,Mid,84.66643295034258,53.08128455908963,34.03909851320928,27.45019944942986,0.1323628671944909,11.423324460873008,3,4,2,3,1,2,Supportive,1
5238,IND,45,Female,PhD,12,Junior,65.17431531680776,51.70811706967703,45.43920161734962,85.6786328842295,94.14299385814591,93.81050194336366,3,3,3,3,1,5,Supportive,1
5239,USA,56,Male,PhD,7,Mid,91.07552574070424,57.15198420123251,70.41085285511016,33.54589543194648,43.02488765543562,28.791198112394436,1,2,1,4,3,3,Laissez-Faire,0
5240,JPN,29,Male,PhD,28,Mid,61.13483959327537,24.579869279006186,34.72033986659043,61.20126634483759,8.284717201742364,66.34825993214409,1,2,1,4,3,2,Laissez-Faire,0
5241,NGA,33,Female,High School,7,Mid,37.97720663056034,83.59459759356454,35.96063829085847,70.98233914869718,16.495712834425802,3.6433873067410527,1,4,5,2,2,5,Supportive,1
5242,BRA,42,Male,Master,1,Mid,30.35966722102021,66.74019361492955,42.80657270181336,79.52624842113299,32.33378094082998,55.65019368054473,5,1,5,3,5,5,Transactional,2
5243,BRA,45,Female,Bachelor,24,Senior,89.46902567556967,63.2309974536558,47.471148768213126,26.66748464931944,55.16939431307192,23.112863778434452,4,3,1,3,5,1,Supportive,1
5244,NGA,32,Female,Master,19,Junior,24.493823912176936,84.85244755293945,19.88929934507421,20.85489111829026,70.37160793550481,13.962626935695663,5,3,2,1,3,5,Supportive,1
5245,IND,58,Female,Bachelor,32,Mid,29.40876895358098,89.55460243258706,11.399332641551432,76.48067966756642,30.78511888748412,77.35031256342613,5,3,2,1,3,3,Supportive,1
5246,BRA,34,Male,Master,30,Junior,25.09268151341129,31.437537346093382,83.53257542840433,56.35130198078129,95.76164822197224,80.95426569395616,2,2,5,4,5,1,Supportive,1
5247,IND,48,Male,PhD,1,Mid,53.89873577454562,72.42978894335164,38.25509056183945,34.49082879186452,76.03119028323408,71.52122338665443,2,4,2,2,2,2,Laissez-Faire,0
5248,NGA,48,Male,Bachelor,32,Mid,62.609249311487474,60.59616221418703,18.135088124122987,98.56219296449466,82.57987698901348,1.1186845141520685,3,2,2,5,4,1,Supportive,1
5249,BRA,56,Other,Bachelor,20,Junior,21.58997848180806,52.269803201319576,70.7337121712035,83.30833242020098,32.36456888350164,28.4909215643284,5,1,2,4,2,4,Supportive,1
5250,BRA,57,Male,High School,21,Mid,61.246893351328346,88.43288211530019,33.604853679831265,66.2810448928303,38.09612058877542,36.09612664364972,2,5,2,1,3,2,Supportive,1
5251,JPN,58,Male,Bachelor,19,Senior,51.50075770325009,79.51841078085792,24.533125936115763,76.16856743165505,53.80617843492541,69.08502238516317,5,3,3,5,3,4,Transactional,2
5252,NGA,35,Female,Bachelor,30,Junior,81.89161459647184,68.77249888654285,87.0088826288533,32.40187651576683,45.16969617455791,75.55436816761116,4,3,5,2,4,3,Transactional,2
5253,IND,55,Female,Master,28,Mid,86.39652973969785,46.78733170330977,83.64343131632877,96.97801560534974,25.98917909751227,62.785492202791296,5,3,1,1,4,2,Supportive,1
5254,USA,42,Female,Bachelor,32,Executive,74.79739491089643,66.62285629082791,18.45966863495921,99.70936632378223,99.72709175592802,78.90883447380216,3,2,1,4,2,2,Laissez-Faire,0
5255,NGA,47,Other,Master,30,Mid,57.87964282532991,57.21858864915825,81.94281678572437,71.87564077910162,84.83575784068564,42.72998778194646,1,3,3,4,5,1,Supportive,1
5256,BRA,46,Male,Bachelor,23,Senior,37.29188760335905,37.45579148198891,81.26940208026201,73.46500811542016,23.798734445792025,54.18449898367711,3,3,5,2,5,4,Transactional,2
5257,USA,42,Male,Bachelor,27,Senior,87.76918938420481,51.52669262019719,60.749964233478096,76.3566820588315,89.23985446844101,6.425017507722797,5,5,3,4,1,4,Transactional,2
5258,BRA,44,Male,Bachelor,26,Junior,47.33353120355335,34.85483776711987,52.37904007121451,73.2628978751014,58.68859663414088,42.71632465454249,5,4,5,2,2,1,Supportive,1
5259,BRA,37,Male,High School,3,Junior,48.503350975595936,55.02942052436292,27.395081424104674,55.08326627537697,1.256204886269252,43.26331134961543,1,1,3,3,3,1,Laissez-Faire,0
5260,NGA,25,Female,Master,31,Senior,93.28092377496358,70.41666531615843,19.710742032469515,63.254098977671006,34.61513809664476,61.152010956826366,3,2,2,1,1,1,Laissez-Faire,0
5261,JPN,28,Male,High School,2,Senior,98.04778044783303,22.565235667339028,58.5095240768025,42.61809579921385,2.5732759414658024,37.78963526783164,3,1,3,3,2,1,Laissez-Faire,0
5262,NGA,48,Female,Master,10,Junior,91.85047651076032,73.57657965230564,75.75658053783141,55.74783331056913,8.777053122200885,23.84549870514863,5,4,3,3,5,5,Transformational,3
5263,BRA,26,Male,High School,19,Mid,99.85877788488648,21.39957944058403,65.09150836340436,54.888264479693454,17.897730646453315,23.75962892606648,4,1,4,4,4,1,Supportive,1
5264,USA,52,Male,PhD,31,Mid,89.5127075121182,56.20943920715277,24.464033893388475,43.05123378506809,48.43986436662036,13.3872894734557,2,2,5,5,3,1,Supportive,1
5265,NGA,50,Female,Master,29,Senior,76.34860140960654,60.14336950051144,33.2014912201368,82.93638555897843,38.12887073752237,70.10226500949179,5,5,2,4,1,1,Supportive,1
